city,state,ward_id,population,households,organic_waste_tpd,animal_waste_tpd,total_waste_tpd,estimated_biogas_m3_day,estimated_methane_pct,electricity_potential_kwh_day,latitude,longitude,collection_efficiency_pct,digester_capacity_tpd,plant_utilization_pct,recommended_ai_cluster,co2_reduction_tonnes_year
Solapur,Maharashtra,35,7190,1314,21.3,13.54,32.71,960.89,64.04,1685.23,17.647107,75.900171,83.89,39.8,58.81,2,363.04
Solapur,Maharashtra,23,9327,1393,20.15,1.84,39.29,352.95,58.96,315.37,17.66894,75.877469,83.88,30.67,50.02,4,386.47
Solapur,Maharashtra,17,6929,1424,10.98,16.18,25.42,422.6,62.14,1632.93,17.635522,75.914865,81.66,9.16,60.71,6,1500.82
Solapur,Maharashtra,26,10576,997,14.92,14.39,21.64,621.11,62.0,2390.11,17.694098,75.922155,60.39,24.36,70.7,4,2362.43
Solapur,Maharashtra,8,5064,2479,20.61,3.27,35.5,150.77,63.98,1421.32,17.645223,75.936286,71.32,31.4,50.67,5,672.99
Solapur,Maharashtra,29,2889,1704,3.54,1.41,38.24,764.48,61.55,1830.88,17.745203,75.897542,59.27,45.93,54.57,7,1592.45
Solapur,Maharashtra,26,8774,1455,20.68,10.25,30.92,1181.78,61.22,1458.32,17.705442,75.949445,87.66,13.48,82.73,6,812.33
Solapur,Maharashtra,10,2324,1343,6.5,3.23,19.48,484.1,53.51,2158.64,17.620508,75.947999,81.21,41.27,89.95,2,2169.1
Solapur,Maharashtra,26,3765,2229,14.08,15.11,24.91,923.19,50.9,2334.52,17.662504,75.938217,75.29,10.88,55.91,4,1473.22
Solapur,Maharashtra,34,2436,1313,20.69,6.77,28.93,640.04,57.76,582.92,17.657813,75.907487,68.72,15.9,47.44,2,593.05
Solapur,Maharashtra,51,7902,526,8.21,16.48,10.19,223.15,51.87,1176.62,17.680137,75.889801,62.37,15.95,79.66,6,717.66
Solapur,Maharashtra,41,5345,2128,8.03,10.4,19.55,732.11,64.43,1072.1,17.72629,75.886439,59.26,44.49,70.02,2,1106.06
Solapur,Maharashtra,7,3296,1792,11.56,3.7,33.7,415.86,54.35,1102.26,17.687513,75.851212,93.77,13.96,45.02,2,398.26
Solapur,Maharashtra,4,9745,1121,22.63,2.94,27.22,118.53,62.79,444.98,17.609234,75.874917,62.99,40.41,87.34,1,299.51
Solapur,Maharashtra,50,8714,2323,2.51,10.59,18.21,791.12,55.81,2062.0,17.698312,75.921881,57.39,25.78,43.9,4,1670.54
Solapur,Maharashtra,45,2226,1170,22.78,13.83,27.54,1042.0,54.85,234.05,17.60124,75.910363,93.47,49.96,71.27,2,1048.34
Solapur,Maharashtra,11,4236,2752,5.96,14.18,7.37,466.14,64.03,1391.33,17.716994,75.941642,76.96,42.76,61.2,1,1775.79
Solapur,Maharashtra,29,3413,2549,24.78,5.33,17.86,517.13,55.45,1705.41,17.699995,75.855002,86.87,38.29,67.83,1,370.93
Solapur,Maharashtra,36,11288,2385,23.98,4.07,32.35,1077.94,55.85,637.55,17.646318,75.865528,56.75,44.18,50.66,3,1510.49
Solapur,Maharashtra,25,11606,2095,13.63,0.79,11.16,991.24,51.59,2278.75,17.643866,75.928924,77.68,33.53,74.41,3,1130.74
Solapur,Maharashtra,21,9157,487,14.04,12.39,9.88,880.75,60.06,2120.59,17.719741,75.885851,70.93,42.96,87.99,7,252.24
Solapur,Maharashtra,36,3966,1380,13.33,1.84,38.18,358.65,54.33,1257.05,17.717501,75.861835,85.88,16.75,62.92,6,1362.15
Solapur,Maharashtra,10,10541,1240,16.8,7.86,10.77,1099.44,58.78,1116.2,17.652845,75.949645,56.54,9.4,66.15,4,308.79
Solapur,Maharashtra,37,11801,2620,4.54,11.03,12.65,252.95,58.87,705.93,17.644842,75.928725,71.07,32.72,51.99,3,2007.2
Solapur,Maharashtra,9,8812,825,3.23,16.9,38.88,781.98,60.79,1865.48,17.683974,75.890874,86.96,24.56,84.59,6,1560.86
Solapur,Maharashtra,24,9694,635,3.8,5.96,30.18,112.26,61.18,459.6,17.601255,75.932335,75.91,24.19,88.56,4,1389.89
Solapur,Maharashtra,35,9406,1378,12.5,4.87,28.89,800.97,57.72,1748.56,17.6124,75.91806,77.0,28.7,79.31,6,424.31
Solapur,Maharashtra,49,6376,461,8.7,11.95,34.56,390.4,54.96,2129.77,17.618925,75.928997,58.89,21.26,67.14,7,775.4
Solapur,Maharashtra,35,8787,893,16.5,11.34,7.29,583.64,62.56,686.91,17.627812,75.931521,60.29,33.17,87.84,7,1243.76
Solapur,Maharashtra,48,2392,2238,24.83,6.31,29.12,466.7,54.65,2186.1,17.676803,75.858473,82.08,6.38,47.69,1,1563.89
Solapur,Maharashtra,36,11722,2506,11.19,16.74,21.64,273.49,57.61,228.31,17.748836,75.912297,82.0,48.65,63.92,1,537.77
Solapur,Maharashtra,18,6175,359,15.41,15.29,33.68,776.62,56.02,2295.05,17.697892,75.850679,94.16,46.61,66.88,4,140.22
Solapur,Maharashtra,49,3433,2201,11.85,4.42,21.8,1067.81,62.83,428.15,17.609195,75.854346,83.48,47.09,64.6,6,906.05
Solapur,Maharashtra,39,2880,2558,21.56,4.68,25.95,1154.17,56.48,1667.53,17.678837,75.940398,74.73,21.43,80.12,6,1220.95
Solapur,Maharashtra,32,2790,705,22.8,9.47,20.68,295.43,55.79,737.69,17.674497,75.902756,89.29,28.94,73.52,3,540.51
Solapur,Maharashtra,24,3140,963,22.24,14.04,20.69,883.46,60.35,2115.9,17.621625,75.92359,59.18,47.94,46.33,3,1242.14
Solapur,Maharashtra,23,8990,1432,24.42,1.27,31.41,824.06,59.04,1353.91,17.738041,75.93385,72.97,45.61,57.32,4,891.75
Solapur,Maharashtra,32,10679,1399,3.12,12.63,26.26,464.58,51.61,467.82,17.666115,75.944959,66.48,40.56,56.95,5,1157.6
Solapur,Maharashtra,37,2718,841,21.4,11.84,26.43,101.39,57.62,1491.83,17.749184,75.936935,59.19,23.33,68.28,3,912.2
Solapur,Maharashtra,12,6516,1637,19.41,4.55,19.66,852.57,61.03,1108.52,17.663011,75.898331,85.54,30.4,54.57,2,1552.91
Solapur,Maharashtra,49,8381,1297,7.65,12.42,22.65,1138.95,64.88,1704.4,17.691194,75.883597,75.43,40.68,45.86,3,217.81
Solapur,Maharashtra,13,11047,1440,24.02,16.95,30.59,787.97,59.44,2222.47,17.615714,75.865449,77.27,17.29,72.68,5,509.66
Solapur,Maharashtra,23,11252,1167,5.83,1.32,33.56,567.53,55.55,1112.06,17.668134,75.890032,71.45,33.19,82.55,6,1106.67
Solapur,Maharashtra,25,11110,2366,17.79,6.09,28.77,668.17,53.39,831.22,17.635815,75.886649,73.41,42.26,86.58,1,932.36
Solapur,Maharashtra,35,2454,731,7.56,8.17,37.19,303.58,63.09,184.11,17.725335,75.905957,59.64,36.84,88.63,1,1012.92
Solapur,Maharashtra,41,10675,1039,12.21,16.24,33.35,920.61,62.22,1500.87,17.717588,75.916551,81.92,26.58,79.06,6,1952.57
Solapur,Maharashtra,30,8791,1673,18.68,17.34,23.79,915.99,53.51,1095.35,17.723627,75.947833,72.3,31.31,46.99,1,2140.84
Solapur,Maharashtra,17,2474,482,15.17,8.27,27.84,242.98,53.01,1030.43,17.708541,75.922839,87.67,49.49,82.66,3,686.96
Solapur,Maharashtra,49,5633,2460,12.12,13.63,37.27,1063.34,60.73,579.9,17.724902,75.914375,62.85,32.09,60.0,7,2026.97
Solapur,Maharashtra,20,6870,1506,9.84,9.8,25.91,381.49,54.72,1160.63,17.630124,75.883509,63.2,40.35,76.5,1,1166.04
Solapur,Maharashtra,48,5472,1469,21.39,9.91,33.52,1180.13,54.6,2463.44,17.667807,75.85345,80.83,37.7,66.56,7,744.31
Solapur,Maharashtra,25,6795,1130,5.74,5.37,28.49,508.85,52.28,849.72,17.703777,75.878813,88.84,36.57,81.43,5,2366.84
Solapur,Maharashtra,22,10605,1951,12.18,4.3,23.42,279.23,53.96,1559.31,17.695609,75.926845,73.89,37.24,61.28,7,2000.55
Solapur,Maharashtra,13,9728,1436,22.83,5.54,11.95,473.93,56.41,1974.74,17.707453,75.870527,84.08,25.45,43.09,5,2386.9
Solapur,Maharashtra,19,11403,775,21.53,10.24,18.76,573.0,60.99,1910.52,17.633639,75.921219,94.97,26.34,67.84,3,503.47
Solapur,Maharashtra,49,4520,1626,11.52,1.01,38.81,157.62,55.04,922.62,17.614765,75.907978,94.61,26.05,48.56,6,447.96
Solapur,Maharashtra,36,10487,1270,19.67,16.38,27.34,727.6,54.93,1585.52,17.737521,75.867186,84.77,6.5,88.28,2,1267.7
Solapur,Maharashtra,12,5536,1319,21.02,3.23,23.88,749.35,54.27,2197.47,17.684026,75.876162,84.58,15.85,66.35,3,1576.11
Solapur,Maharashtra,41,6568,1441,22.5,4.35,37.52,907.6,57.17,186.3,17.623074,75.89963,64.9,11.96,67.68,1,510.02
Solapur,Maharashtra,19,6733,2136,14.75,9.57,24.7,112.67,52.71,1173.98,17.719015,75.891837,88.34,44.89,85.36,3,2081.78
Solapur,Maharashtra,12,11016,460,7.1,12.93,22.47,686.19,57.28,677.04,17.737239,75.927856,71.2,17.37,71.23,5,1332.99
Solapur,Maharashtra,9,1817,2748,8.24,2.18,31.09,139.26,60.56,1063.29,17.625435,75.92344,93.48,11.23,55.14,3,1056.95
Solapur,Maharashtra,7,3896,497,9.15,6.06,29.37,865.28,50.45,1127.58,17.722612,75.907457,58.26,10.39,54.8,3,1492.68
Solapur,Maharashtra,28,3662,1583,15.86,17.45,10.15,142.42,50.15,1904.68,17.739984,75.932227,72.43,36.5,65.08,2,1567.69
Solapur,Maharashtra,14,4245,959,3.24,5.09,20.44,1101.14,51.13,370.48,17.740754,75.906267,77.23,5.27,83.33,5,217.55
Solapur,Maharashtra,31,3091,2075,16.81,5.98,20.48,866.33,58.03,1354.57,17.737123,75.946439,71.21,26.21,79.74,4,2399.76
Solapur,Maharashtra,19,7683,1370,10.7,15.14,16.99,648.28,62.82,1475.86,17.681963,75.871722,63.42,10.35,88.14,4,949.74
Solapur,Maharashtra,47,5430,2310,9.14,1.38,22.14,574.48,50.07,1311.27,17.653432,75.921413,78.72,43.23,43.59,5,260.32
Solapur,Maharashtra,16,11688,698,22.29,8.63,18.28,226.35,64.05,1869.9,17.601091,75.886994,85.24,48.13,53.42,4,2063.3
Solapur,Maharashtra,5,2812,2033,12.85,7.14,10.38,405.92,51.59,1051.91,17.609137,75.877897,80.79,48.14,44.01,1,2384.08
Solapur,Maharashtra,35,10977,1882,4.64,6.04,18.26,1053.23,62.63,2370.67,17.664326,75.868039,64.38,24.89,77.55,4,1981.3
Solapur,Maharashtra,12,5811,2425,21.1,5.5,5.67,1092.99,57.24,1282.24,17.659899,75.90525,84.26,34.0,47.04,1,2062.29
Solapur,Maharashtra,25,8814,2471,3.57,2.1,24.3,80.84,59.89,1492.35,17.627707,75.871547,65.28,31.99,44.99,5,1547.13
Solapur,Maharashtra,21,3883,374,18.85,6.01,34.59,745.43,57.66,2090.0,17.659322,75.870035,62.01,20.75,68.08,4,2222.9
Solapur,Maharashtra,36,4739,2484,19.91,1.25,29.84,885.62,57.16,796.8,17.626198,75.949053,82.63,24.98,60.57,4,201.48
Solapur,Maharashtra,23,3639,901,10.43,14.17,16.33,773.0,62.52,326.72,17.727319,75.930175,88.71,7.89,75.76,6,1868.13
Solapur,Maharashtra,16,3204,1136,21.06,7.47,6.22,171.48,61.34,1813.29,17.644729,75.924828,74.26,40.81,64.35,7,1649.22
Solapur,Maharashtra,39,8424,1828,14.1,8.27,10.48,323.85,57.25,1285.08,17.689785,75.929406,76.26,15.84,61.27,1,233.05
Solapur,Maharashtra,45,1862,799,12.92,16.14,23.18,360.38,51.67,2256.78,17.675426,75.946892,67.11,25.72,61.28,1,1360.26
Solapur,Maharashtra,42,4104,1896,3.52,12.02,10.66,1011.53,51.73,2459.3,17.607782,75.907328,74.78,26.63,83.59,3,1294.34
Solapur,Maharashtra,39,11408,437,9.03,0.64,23.13,598.78,62.02,1087.91,17.741335,75.872024,60.28,30.23,59.76,2,1696.7
Solapur,Maharashtra,14,5786,2397,23.45,17.01,11.57,625.25,57.94,1126.28,17.679084,75.936221,93.23,41.8,56.67,4,296.77
Solapur,Maharashtra,31,5238,2094,11.32,4.65,34.41,1127.08,57.22,1108.71,17.648759,75.924273,87.01,36.13,56.93,6,1956.04
Solapur,Maharashtra,5,3969,1272,14.8,2.38,17.7,793.54,60.21,912.7,17.623719,75.891431,81.72,34.84,49.83,2,437.84
Solapur,Maharashtra,35,6295,1942,14.47,13.94,12.09,1086.51,62.88,1986.96,17.650779,75.897357,76.53,28.7,83.03,7,1074.56
Solapur,Maharashtra,23,7650,2185,15.78,9.26,33.06,591.29,59.43,1933.64,17.603077,75.891125,86.69,9.32,47.33,7,2129.34
Solapur,Maharashtra,29,2056,2601,3.88,8.09,15.69,247.37,61.44,1274.82,17.654534,75.942994,74.79,23.09,85.43,6,1398.01
Solapur,Maharashtra,43,10517,2328,10.65,4.87,7.13,1121.53,61.48,254.95,17.679723,75.884353,67.0,48.08,54.17,2,985.47
Solapur,Maharashtra,11,4308,2200,18.77,10.08,24.11,593.75,55.34,877.46,17.73078,75.946348,61.41,49.8,84.97,4,229.9
Solapur,Maharashtra,18,6650,1749,7.01,5.3,24.52,283.43,54.11,836.91,17.703106,75.941027,80.9,37.87,79.54,7,1652.78
Solapur,Maharashtra,47,9061,846,7.08,16.28,29.44,418.68,62.02,2056.06,17.616737,75.913052,92.18,15.24,69.1,6,2369.33
Solapur,Maharashtra,12,4219,1221,2.73,4.27,11.89,136.9,55.66,355.8,17.622162,75.907982,61.14,9.59,73.47,1,2198.9
Solapur,Maharashtra,9,8006,880,12.34,15.98,19.42,604.5,63.55,2043.34,17.664219,75.887009,62.2,23.66,56.29,3,1755.44
Solapur,Maharashtra,10,5241,1672,22.36,10.29,13.45,1035.5,51.05,1722.58,17.629356,75.851834,72.34,43.55,68.71,6,360.07
Solapur,Maharashtra,44,11266,2256,3.67,15.0,6.0,1125.61,50.87,1871.24,17.604177,75.862762,87.28,37.48,54.62,5,665.92
Solapur,Maharashtra,17,5498,2303,6.8,12.97,35.43,1124.51,63.91,1165.7,17.720752,75.925423,66.76,44.78,60.11,7,546.02
Solapur,Maharashtra,38,11821,2396,9.48,12.69,29.97,220.26,59.73,1747.36,17.602928,75.897154,65.16,32.71,78.23,7,930.45
Solapur,Maharashtra,7,3903,1003,18.96,6.18,14.15,507.9,55.69,1581.22,17.724603,75.864984,79.8,10.86,52.2,4,656.98
Solapur,Maharashtra,46,10280,2608,16.91,4.59,25.18,111.62,61.33,1957.1,17.621616,75.876396,76.42,10.17,81.94,4,677.32
Solapur,Maharashtra,13,11704,2703,11.86,4.19,10.45,1037.79,60.08,1199.91,17.746202,75.944784,57.41,7.16,58.79,5,1526.14
Solapur,Maharashtra,40,11239,1925,19.58,15.5,35.94,481.81,57.97,1261.14,17.690581,75.886713,58.26,30.52,66.61,7,846.64
Solapur,Maharashtra,42,1794,937,16.22,14.86,7.25,786.85,51.48,1662.4,17.710247,75.940768,80.72,15.93,87.1,2,1663.93
Solapur,Maharashtra,9,11677,1309,22.66,8.21,3.14,880.69,62.18,403.98,17.616573,75.880464,73.6,38.05,74.06,3,2281.19
Solapur,Maharashtra,50,6843,940,20.91,2.82,21.57,561.43,62.99,1175.17,17.729316,75.904322,93.84,35.88,72.28,2,1575.73
Solapur,Maharashtra,27,11382,2161,8.19,7.19,24.58,423.22,52.58,2434.08,17.725879,75.852048,82.14,19.31,75.58,5,1833.78
Solapur,Maharashtra,2,2636,1505,8.61,11.34,24.42,1157.68,62.76,238.25,17.697949,75.902188,55.4,12.96,85.91,5,1833.6
Solapur,Maharashtra,5,3564,985,5.32,8.45,5.02,1160.23,63.17,892.61,17.675341,75.913694,74.24,9.61,52.43,3,874.0
Solapur,Maharashtra,29,8509,2151,10.08,14.15,14.62,404.17,58.24,888.16,17.708223,75.873431,71.58,38.18,70.66,5,154.1
Solapur,Maharashtra,37,6043,487,24.99,17.96,21.47,617.18,59.84,1638.64,17.600889,75.907894,59.27,25.27,60.02,5,245.51
Solapur,Maharashtra,38,2507,1919,11.63,3.84,11.01,1169.59,55.73,398.63,17.688866,75.914717,91.93,19.56,40.59,7,763.1
Solapur,Maharashtra,19,6945,1987,7.46,8.54,35.29,85.45,54.23,1627.08,17.727111,75.918689,87.2,43.55,46.27,6,1692.16
Solapur,Maharashtra,8,6852,1284,19.66,8.04,6.22,542.2,60.83,373.34,17.653535,75.92764,64.2,31.71,56.25,7,2187.24
Solapur,Maharashtra,48,10939,847,14.71,5.83,21.03,192.51,62.93,373.14,17.616243,75.881134,65.24,28.31,68.25,3,2306.06
Solapur,Maharashtra,45,2935,1731,5.87,3.97,28.58,650.26,59.81,1861.23,17.663132,75.906778,56.28,38.45,84.07,4,178.93
Solapur,Maharashtra,1,2071,1175,11.07,1.65,12.68,107.63,57.67,911.72,17.709066,75.948158,66.87,41.7,79.56,2,2377.4
Solapur,Maharashtra,22,3882,917,11.83,16.02,26.1,535.73,52.38,2446.94,17.616095,75.939814,78.38,35.87,67.67,4,855.29
Solapur,Maharashtra,17,10937,2761,19.46,7.85,33.69,327.18,50.8,237.78,17.630907,75.945267,71.83,24.8,43.69,4,2041.94
Solapur,Maharashtra,7,11776,1665,2.97,9.2,10.04,677.31,56.69,1196.0,17.622133,75.888614,93.77,22.07,54.3,6,531.07
Solapur,Maharashtra,25,6584,1543,8.55,16.55,36.94,1195.51,50.74,415.87,17.719542,75.928693,57.24,39.72,58.34,2,263.41
Solapur,Maharashtra,45,1777,1202,14.15,14.09,23.48,976.6,58.54,975.74,17.609434,75.91199,78.66,28.31,71.09,4,982.65
Solapur,Maharashtra,4,8559,462,8.55,2.78,14.07,1027.12,55.74,2495.82,17.702988,75.858274,89.33,36.7,43.25,3,2078.35
Solapur,Maharashtra,36,3387,2274,16.64,10.39,18.94,791.5,61.36,2238.78,17.654969,75.932398,74.23,45.07,66.51,2,623.48
Solapur,Maharashtra,6,2765,569,13.34,8.24,14.55,126.55,54.58,263.56,17.713369,75.91771,55.12,46.22,85.07,1,471.02
Solapur,Maharashtra,31,8991,931,10.64,14.45,29.83,311.61,58.89,1473.65,17.744658,75.869892,64.71,17.5,75.27,6,2194.35
Solapur,Maharashtra,19,2540,1205,23.86,13.17,32.46,1116.07,58.07,1672.38,17.617182,75.857974,67.95,13.46,79.85,4,2259.41
Solapur,Maharashtra,44,10609,2314,16.72,12.58,33.82,490.05,50.07,642.41,17.647158,75.933702,93.64,16.76,74.08,5,148.61
Solapur,Maharashtra,39,9573,1941,5.42,6.46,39.47,196.07,51.09,491.0,17.721519,75.85789,91.47,38.81,50.33,2,1778.55
Solapur,Maharashtra,27,10577,504,15.1,14.59,32.28,866.69,54.36,2275.3,17.639924,75.859135,92.97,21.65,45.52,1,824.99
Solapur,Maharashtra,10,4252,881,20.07,1.42,25.25,415.39,63.23,2426.72,17.632268,75.892741,88.03,12.8,81.47,5,974.33
Solapur,Maharashtra,26,9713,1879,18.44,3.29,15.55,381.12,52.21,2480.95,17.723807,75.86348,69.07,9.43,74.78,1,1189.55
Solapur,Maharashtra,19,6069,1140,6.37,6.37,23.15,1197.73,60.66,2005.94,17.748062,75.941367,91.24,19.73,68.75,4,1093.08
Solapur,Maharashtra,39,7853,2136,24.38,1.84,4.52,1041.12,64.6,1709.23,17.683532,75.897028,94.27,11.13,49.46,5,1294.14
Solapur,Maharashtra,3,3853,1551,12.6,4.61,30.56,536.89,61.86,962.47,17.641707,75.906915,69.0,12.04,70.17,4,1447.78
Solapur,Maharashtra,45,8937,2019,6.08,15.03,19.5,1177.89,53.64,552.79,17.659785,75.942811,65.42,35.77,41.57,5,1181.56
Solapur,Maharashtra,13,6299,1942,6.55,17.09,3.74,808.13,63.63,335.6,17.62552,75.903026,76.88,5.89,45.94,2,1719.56
Solapur,Maharashtra,50,2186,2597,4.71,5.83,5.31,911.07,51.4,1779.25,17.714283,75.885359,62.49,10.29,55.59,7,1758.41
Solapur,Maharashtra,28,9976,1174,20.58,5.13,17.34,115.29,57.02,1994.1,17.716021,75.929716,56.3,43.0,62.19,3,1124.02
Solapur,Maharashtra,20,6311,1764,5.25,5.4,24.59,216.2,63.31,2092.17,17.731268,75.894285,92.83,43.02,46.03,7,444.82
Solapur,Maharashtra,28,10454,2543,5.32,5.36,20.18,789.06,59.62,2297.35,17.60399,75.881847,92.03,19.82,46.0,3,1580.66
Solapur,Maharashtra,8,6846,989,21.64,1.13,25.91,1086.91,56.2,2217.83,17.684297,75.922323,61.51,8.96,76.29,7,1882.34
Solapur,Maharashtra,41,6543,2310,10.25,16.72,20.77,778.59,54.39,2499.39,17.632138,75.930161,71.31,36.72,68.49,1,1574.89
Solapur,Maharashtra,39,3928,1722,3.19,4.24,27.48,230.11,55.63,723.55,17.651132,75.929172,88.24,21.21,66.69,6,1460.76
Solapur,Maharashtra,1,6626,2301,3.67,7.85,11.11,209.65,57.63,1943.77,17.717743,75.947767,81.44,7.05,62.62,5,643.06
Solapur,Maharashtra,3,9720,971,5.7,0.67,7.18,1025.49,54.79,1528.18,17.628805,75.928667,70.79,12.1,88.83,4,1590.91
Solapur,Maharashtra,13,10598,1471,7.3,15.51,25.07,236.02,64.53,763.93,17.695751,75.926993,84.77,11.17,42.49,6,883.47
Solapur,Maharashtra,28,9313,1795,17.47,13.3,20.93,662.66,64.0,2457.48,17.698185,75.935749,90.88,31.51,49.03,2,2216.59
Solapur,Maharashtra,49,11145,1243,6.04,17.07,3.99,121.57,63.06,2260.06,17.743114,75.850019,92.05,45.42,72.38,2,1610.48
Solapur,Maharashtra,25,4856,2546,5.17,14.18,17.08,170.35,56.33,452.01,17.716274,75.886243,70.15,40.69,46.82,2,754.25
Solapur,Maharashtra,33,10207,1749,19.71,5.99,6.93,833.03,60.37,211.47,17.720545,75.92376,61.94,29.59,69.47,3,1198.27
Solapur,Maharashtra,38,8766,1195,17.6,4.84,22.66,851.88,63.54,1767.58,17.67974,75.909972,91.51,24.0,68.39,4,2050.21
Solapur,Maharashtra,6,8040,2489,12.29,12.71,17.64,462.45,62.76,1569.71,17.628017,75.867757,58.7,32.84,88.55,2,884.86
Solapur,Maharashtra,44,1538,1636,14.86,6.87,25.69,321.48,56.21,2349.17,17.663835,75.880373,83.87,24.97,84.17,2,1318.0
Solapur,Maharashtra,45,4842,464,9.52,10.41,32.81,991.36,51.69,699.91,17.682423,75.883679,60.62,16.07,87.28,7,1669.65
Solapur,Maharashtra,32,10578,2661,13.36,0.61,14.09,323.16,51.13,348.31,17.701763,75.906783,70.58,35.56,45.68,1,1840.33
Solapur,Maharashtra,45,4344,2368,13.9,1.58,38.6,687.07,58.66,759.16,17.691156,75.93316,71.46,44.3,83.41,5,516.47
Solapur,Maharashtra,47,11896,1405,11.21,9.87,22.82,1164.39,59.64,194.48,17.659097,75.943249,61.35,21.78,46.45,5,1408.55
Solapur,Maharashtra,21,2598,2053,22.9,10.41,25.88,245.59,62.75,234.35,17.639797,75.925009,91.91,42.87,71.65,5,2199.82
Solapur,Maharashtra,16,8527,2652,2.86,13.65,28.18,1133.78,54.39,2299.92,17.625235,75.934295,55.11,24.4,76.0,6,2327.86
Solapur,Maharashtra,21,3323,2238,20.1,2.81,27.67,284.84,52.51,977.24,17.704077,75.89701,90.75,23.06,48.04,7,1616.01
Solapur,Maharashtra,11,4655,670,5.3,9.48,21.91,715.54,55.69,1115.4,17.69681,75.888978,90.35,6.27,71.63,7,2362.75
Solapur,Maharashtra,37,4593,2180,20.44,3.9,18.86,502.25,55.3,193.17,17.703106,75.889271,67.68,36.29,42.62,1,1421.28
Solapur,Maharashtra,36,7158,1152,16.36,2.13,4.99,1160.72,51.99,785.73,17.655879,75.911604,83.17,41.34,54.66,3,1129.14
Solapur,Maharashtra,35,5278,683,21.47,7.68,3.82,386.37,60.08,2041.11,17.639361,75.862424,65.11,34.86,86.06,6,1377.62
Solapur,Maharashtra,19,4396,2231,4.69,3.36,16.24,527.62,57.63,1596.4,17.713958,75.907949,85.35,11.81,48.59,1,383.82
Solapur,Maharashtra,20,2488,2792,15.08,4.38,15.35,1180.8,60.82,1921.38,17.716047,75.916513,77.44,9.65,43.26,2,1035.91
Solapur,Maharashtra,18,5616,724,13.77,6.06,17.34,680.85,55.29,1200.95,17.668342,75.893891,67.01,30.78,62.18,4,1165.16
Solapur,Maharashtra,47,7946,2508,18.39,5.04,8.12,642.95,54.89,877.86,17.691786,75.945317,71.01,23.07,82.53,6,2054.87
Solapur,Maharashtra,41,5679,928,14.52,2.03,30.31,368.71,57.09,1284.6,17.656028,75.910821,82.6,24.31,43.83,6,1849.72
Solapur,Maharashtra,49,3182,1194,14.67,2.07,34.71,865.53,63.16,909.22,17.705292,75.872,91.24,48.55,57.78,2,1491.25
Solapur,Maharashtra,14,7126,2674,12.17,3.88,37.73,96.1,50.6,2121.58,17.725358,75.897922,60.23,37.58,84.99,2,911.79
Solapur,Maharashtra,15,8924,897,9.45,1.38,21.22,135.45,62.07,849.53,17.703235,75.91754,77.85,23.53,45.91,4,546.44
Solapur,Maharashtra,31,2433,2636,13.35,11.46,28.93,751.28,55.53,1700.44,17.676887,75.882363,65.15,5.86,55.53,5,912.9
Solapur,Maharashtra,1,5098,892,5.17,5.53,34.66,462.68,62.82,471.91,17.668799,75.857964,87.05,6.53,78.92,6,1669.95
Solapur,Maharashtra,3,3480,1987,24.13,5.4,18.48,1147.71,62.03,1764.14,17.696348,75.908344,57.81,35.82,67.16,1,719.73
Solapur,Maharashtra,16,11547,872,18.57,6.31,14.45,1091.57,55.23,2296.25,17.701972,75.944787,82.56,42.7,81.62,3,1093.3
Solapur,Maharashtra,23,4556,2375,23.93,12.1,37.66,879.35,60.41,1580.17,17.683809,75.898507,62.0,36.85,45.58,2,1001.84
Solapur,Maharashtra,11,10484,2390,7.6,15.74,22.08,996.32,52.39,1465.66,17.693741,75.940611,78.86,23.26,86.03,2,1865.55
Solapur,Maharashtra,12,2291,2004,22.29,13.78,21.4,827.41,63.44,2408.63,17.614488,75.933502,88.43,6.4,86.75,3,2135.03
Solapur,Maharashtra,10,11501,2770,20.7,13.23,9.6,220.65,56.07,1624.38,17.742765,75.864741,85.2,48.53,47.77,1,1714.57
Solapur,Maharashtra,32,6890,476,17.74,8.98,7.0,937.41,56.83,759.94,17.718616,75.920817,85.12,49.39,41.69,2,898.85
Solapur,Maharashtra,16,8135,828,16.56,12.64,34.16,315.42,60.59,837.12,17.656089,75.893547,75.71,29.72,89.49,3,1107.64
Solapur,Maharashtra,8,3755,1933,9.62,10.17,25.72,442.26,62.31,1807.47,17.684422,75.875025,90.63,8.18,64.11,7,446.84
Solapur,Maharashtra,38,5110,1265,20.87,4.28,15.06,997.54,53.55,1878.28,17.607099,75.918694,78.52,29.34,68.6,2,503.26
Solapur,Maharashtra,12,3107,1817,13.78,4.15,10.09,680.91,59.92,863.22,17.606184,75.924266,91.7,45.16,70.8,5,494.59
Solapur,Maharashtra,24,6679,497,4.1,5.69,23.55,1043.13,55.88,961.56,17.63762,75.86799,76.86,35.6,79.48,5,417.74
Solapur,Maharashtra,28,8073,1152,9.54,16.44,24.61,318.6,55.53,2478.98,17.703455,75.941444,75.24,37.4,80.6,2,529.45
Solapur,Maharashtra,8,2484,1837,23.54,10.08,10.66,760.71,60.35,389.59,17.727822,75.925115,63.89,8.82,49.7,7,582.13
Solapur,Maharashtra,28,7276,2369,21.64,13.34,34.5,173.85,55.81,1100.92,17.683878,75.943338,76.79,9.79,51.83,2,375.01
Solapur,Maharashtra,36,5176,1380,24.59,6.56,6.12,800.23,55.19,296.75,17.67982,75.881707,60.62,10.73,83.84,5,1579.79
